Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp
1672,City,130,Trip Completed,12-07-2016 07:37,12-07-2016 08:13
1677,City,87,Trip Completed,12-07-2016 07:38,12-07-2016 08:16
1669,City,224,Cancelled,12-07-2016 07:39,
1678,City,138,Cancelled,12-07-2016 07:39,
1671,Airport,54,Trip Completed,12-07-2016 07:41,12-07-2016 08:50
1667,City,182,Trip Completed,12-07-2016 07:42,12-07-2016 08:03
1676,Airport,28,Trip Completed,12-07-2016 07:44,12-07-2016 08:40
1679,City,168,Trip Completed,12-07-2016 07:46,12-07-2016 08:24
1673,City,,No Cars Available,12-07-2016 07:46,
1674,City,126,Cancelled,12-07-2016 07:47,
1685,City,,No Cars Available,12-07-2016 07:47,
1682,City,155,Trip Completed,12-07-2016 07:47,12-07-2016 08:38
1680,City,234,Trip Completed,12-07-2016 07:48,12-07-2016 08:45
1686,City,263,Trip Completed,12-07-2016 07:49,12-07-2016 09:02
1684,City,274,Cancelled,12-07-2016 07:50,
1693,Airport,286,Cancelled,12-07-2016 07:50,
1687,City,8,Cancelled,12-07-2016 07:51,
1688,City,152,Trip Completed,12-07-2016 07:51,12-07-2016 08:21
1689,Airport,160,Trip Completed,12-07-2016 07:51,12-07-2016 08:32
1690,Airport,298,Trip Completed,12-07-2016 07:52,12-07-2016 08:56
1692,Airport,23,Trip Completed,12-07-2016 07:52,12-07-2016 09:01
1681,Airport,66,Trip Completed,12-07-2016 07:53,12-07-2016 08:44
1691,City,13,Cancelled,12-07-2016 07:54,
1694,City,112,Trip Completed,12-07-2016 07:54,12-07-2016 08:48
1698,City,45,Trip Completed,12-07-2016 07:56,12-07-2016 08:56
1695,City,84,Cancelled,12-07-2016 07:57,
1683,City,131,Cancelled,12-07-2016 07:57,
1700,City,186,Cancelled,12-07-2016 07:58,
1701,City,178,Trip Completed,12-07-2016 07:58,12-07-2016 08:47
1697,City,139,Cancelled,12-07-2016 07:59,
1704,City,77,Cancelled,12-07-2016 07:59,
1696,Airport,13,Trip Completed,12-07-2016 08:01,12-07-2016 08:42
1699,City,114,Cancelled,12-07-2016 08:02,
1702,City,210,Cancelled,12-07-2016 08:02,
1703,City,260,Cancelled,12-07-2016 08:05,
1717,City,,No Cars Available,12-07-2016 08:07,
1716,City,,No Cars Available,12-07-2016 08:07,
1705,City,197,Trip Completed,12-07-2016 08:08,12-07-2016 09:00
1713,Airport,220,Trip Completed,12-07-2016 08:08,12-07-2016 08:45
1709,City,292,Trip Completed,12-07-2016 08:09,12-07-2016 09:11
1707,City,206,Cancelled,12-07-2016 08:10,
1721,City,55,Trip Completed,12-07-2016 08:10,12-07-2016 08:47
1708,Airport,221,Trip Completed,12-07-2016 08:10,12-07-2016 08:39
1706,City,199,Trip Completed,12-07-2016 08:11,12-07-2016 09:12
1710,City,,No Cars Available,12-07-2016 08:11,
1711,City,,No Cars Available,12-07-2016 08:12,
1715,City,,No Cars Available,12-07-2016 08:13,
1718,City,278,Cancelled,12-07-2016 08:14,
1719,City,,No Cars Available,12-07-2016 08:14,
1712,Airport,67,Trip Completed,12-07-2016 08:14,12-07-2016 09:06
1714,Airport,272,Trip Completed,12-07-2016 08:14,12-07-2016 09:22
1720,City,,No Cars Available,12-07-2016 08:16,
1727,City,,No Cars Available,12-07-2016 08:17,
1722,City,63,Cancelled,12-07-2016 08:17,
1725,City,246,Cancelled,12-07-2016 08:17,
1723,City,65,Cancelled,12-07-2016 08:18,
1729,City,,No Cars Available,12-07-2016 08:19,
1732,City,73,Cancelled,12-07-2016 08:19,
1724,City,271,Trip Completed,12-07-2016 08:19,12-07-2016 09:27
1728,City,131,Cancelled,12-07-2016 08:20,
1745,City,172,Trip Completed,12-07-2016 08:22,12-07-2016 09:13
1733,City,102,Cancelled,12-07-2016 08:23,
1730,City,222,Cancelled,12-07-2016 08:25,
1726,City,277,Cancelled,12-07-2016 08:25,
1734,City,259,Cancelled,12-07-2016 08:25,
1731,City,,No Cars Available,12-07-2016 08:26,
1736,City,,No Cars Available,12-07-2016 08:26,
1738,City,132,Cancelled,12-07-2016 08:26,
1747,City,182,Cancelled,12-07-2016 08:27,
1735,City,250,Trip Completed,12-07-2016 08:28,12-07-2016 09:33
1743,Airport,295,Trip Completed,12-07-2016 08:28,12-07-2016 09:10
1742,City,135,Cancelled,12-07-2016 08:30,
1739,City,203,Cancelled,12-07-2016 08:30,
1737,City,,No Cars Available,12-07-2016 08:30,
1746,City,,No Cars Available,12-07-2016 08:30,
1741,Airport,64,Trip Completed,12-07-2016 08:32,12-07-2016 09:08
1740,City,,No Cars Available,12-07-2016 08:32,
1749,City,160,Cancelled,12-07-2016 08:33,
1748,City,89,Trip Completed,12-07-2016 08:33,12-07-2016 09:14
1752,City,,No Cars Available,12-07-2016 08:36,
1757,City,79,Cancelled,12-07-2016 08:38,
1751,Airport,269,Trip Completed,12-07-2016 08:39,12-07-2016 09:29
1753,City,,No Cars Available,12-07-2016 08:39,
1756,Airport,5,Trip Completed,12-07-2016 08:40,12-07-2016 09:23
1755,City,168,Cancelled,12-07-2016 08:40,
1754,City,118,Trip Completed,12-07-2016 08:42,12-07-2016 09:39
1750,City,,No Cars Available,12-07-2016 08:43,
1758,Airport,105,Trip Completed,12-07-2016 08:44,12-07-2016 09:19
1760,City,,No Cars Available,12-07-2016 08:45,
1766,Airport,43,Trip Completed,12-07-2016 08:45,12-07-2016 09:52
1767,City,70,Cancelled,12-07-2016 08:46,
1759,Airport,126,Trip Completed,12-07-2016 08:46,12-07-2016 09:56
1761,Airport,,No Cars Available,12-07-2016 08:48,
1765,Airport,,No Cars Available,12-07-2016 08:48,
1762,City,210,Cancelled,12-07-2016 08:50,
1770,City,28,Cancelled,12-07-2016 08:50,
1763,City,266,Cancelled,12-07-2016 08:51,
1768,City,,No Cars Available,12-07-2016 08:53,
1774,Airport,297,Trip Completed,12-07-2016 08:53,12-07-2016 10:00
1764,City,,No Cars Available,12-07-2016 08:54,
1772,Airport,135,Trip Completed,12-07-2016 08:54,12-07-2016 09:32
1779,Airport,,No Cars Available,12-07-2016 08:55,
1771,City,47,Trip Completed,12-07-2016 08:56,12-07-2016 09:27
1773,Airport,212,Trip Completed,12-07-2016 08:57,12-07-2016 10:03
1775,City,109,Trip Completed,12-07-2016 08:57,12-07-2016 09:52
1769,City,8,Trip Completed,12-07-2016 08:57,12-07-2016 09:24
1782,Airport,241,Trip Completed,12-07-2016 08:58,12-07-2016 09:46
1777,City,131,Cancelled,12-07-2016 08:58,
1780,City,37,Trip Completed,12-07-2016 08:58,12-07-2016 09:45
1781,City,52,Cancelled,12-07-2016 09:01,
1778,City,243,Cancelled,12-07-2016 09:01,
1776,Airport,128,Cancelled,12-07-2016 09:02,
1784,City,245,Cancelled,12-07-2016 09:02,
1786,Airport,27,Trip Completed,12-07-2016 09:03,12-07-2016 09:58
1794,City,25,Cancelled,12-07-2016 09:03,
1795,City,141,Cancelled,12-07-2016 09:03,
1785,City,,No Cars Available,12-07-2016 09:03,
1783,City,,No Cars Available,12-07-2016 09:06,
1790,Airport,75,Trip Completed,12-07-2016 09:06,12-07-2016 09:58
1796,City,176,Cancelled,12-07-2016 09:06,
1791,City,215,Cancelled,12-07-2016 09:08,
1788,City,220,Cancelled,12-07-2016 09:08,
1787,City,52,Cancelled,12-07-2016 09:08,
1800,City,94,Trip Completed,12-07-2016 09:09,12-07-2016 10:05
1798,City,248,Cancelled,12-07-2016 09:10,
1789,City,45,Cancelled,12-07-2016 09:10,
1792,City,,No Cars Available,12-07-2016 09:10,
1802,Airport,243,Trip Completed,12-07-2016 09:11,12-07-2016 10:25
1805,Airport,73,Trip Completed,12-07-2016 09:11,12-07-2016 10:03
1799,City,,No Cars Available,12-07-2016 09:11,
1804,Airport,18,Trip Completed,12-07-2016 09:12,12-07-2016 09:57
1809,Airport,10,Trip Completed,12-07-2016 09:13,12-07-2016 10:01
1803,City,,No Cars Available,12-07-2016 09:13,
1808,Airport,211,Trip Completed,12-07-2016 09:13,12-07-2016 10:30
1793,City,163,Cancelled,12-07-2016 09:13,
1811,City,266,Trip Completed,12-07-2016 09:14,12-07-2016 10:07
1806,City,,No Cars Available,12-07-2016 09:15,
1797,Airport,177,Trip Completed,12-07-2016 09:15,12-07-2016 09:41
1812,Airport,181,Trip Completed,12-07-2016 09:16,12-07-2016 10:09
1807,City,1,Trip Completed,12-07-2016 09:17,12-07-2016 09:58
1801,City,138,Cancelled,12-07-2016 09:18,
1810,City,154,Trip Completed,12-07-2016 09:18,12-07-2016 09:54
1813,Airport,,No Cars Available,12-07-2016 09:19,
1814,City,38,Trip Completed,12-07-2016 09:19,12-07-2016 09:59
1815,City,97,Cancelled,12-07-2016 09:20,
1816,City,14,Trip Completed,12-07-2016 09:24,12-07-2016 10:07
1820,City,190,Cancelled,12-07-2016 09:24,
1819,City,138,Cancelled,12-07-2016 09:25,
1831,Airport,255,Cancelled,12-07-2016 09:27,
1826,City,4,Trip Completed,12-07-2016 09:27,12-07-2016 10:27
1817,City,44,Cancelled,12-07-2016 09:29,
1818,Airport,116,Trip Completed,12-07-2016 09:29,12-07-2016 10:38
1821,Airport,199,Trip Completed,12-07-2016 09:31,12-07-2016 10:36
1823,City,,No Cars Available,12-07-2016 09:31,
1822,City,,No Cars Available,12-07-2016 09:31,
1824,City,,No Cars Available,12-07-2016 09:31,
1830,City,102,Trip Completed,12-07-2016 09:33,12-07-2016 10:43
1829,Airport,222,Trip Completed,12-07-2016 09:33,12-07-2016 10:20
1828,City,172,Cancelled,12-07-2016 09:33,
1834,City,229,Cancelled,12-07-2016 09:33,
1833,City,192,Cancelled,12-07-2016 09:34,
1835,Airport,36,Trip Completed,12-07-2016 09:35,12-07-2016 10:30
1825,City,213,Cancelled,12-07-2016 09:35,
1827,Airport,147,Trip Completed,12-07-2016 09:35,12-07-2016 10:24
1832,Airport,287,Trip Completed,12-07-2016 09:36,12-07-2016 10:08
1837,City,227,Cancelled,12-07-2016 09:36,
1836,Airport,173,Trip Completed,12-07-2016 09:37,12-07-2016 10:19
1840,City,190,Cancelled,12-07-2016 09:37,
1843,City,72,Cancelled,12-07-2016 09:39,
1844,City,114,Trip Completed,12-07-2016 09:40,12-07-2016 10:11
1842,City,62,Trip Completed,12-07-2016 09:40,12-07-2016 10:18
1838,City,88,Trip Completed,12-07-2016 09:40,12-07-2016 10:10
1848,City,130,Cancelled,12-07-2016 09:41,
1841,City,20,Cancelled,12-07-2016 09:41,
1845,Airport,134,Trip Completed,12-07-2016 09:41,12-07-2016 10:52
1849,Airport,286,Trip Completed,12-07-2016 09:42,12-07-2016 10:28
1852,City,93,Trip Completed,12-07-2016 09:43,12-07-2016 10:58
1846,City,237,Cancelled,12-07-2016 09:43,
1839,City,238,Trip Completed,12-07-2016 09:44,12-07-2016 10:54
1856,Airport,,No Cars Available,12-07-2016 09:45,
1850,City,104,Trip Completed,12-07-2016 09:45,12-07-2016 10:20
1847,City,,No Cars Available,12-07-2016 09:45,
1857,City,,No Cars Available,12-07-2016 09:46,
1854,City,142,Cancelled,12-07-2016 09:47,
1851,Airport,127,Trip Completed,12-07-2016 09:48,12-07-2016 10:58
1855,City,,No Cars Available,12-07-2016 09:50,
1865,Airport,139,Trip Completed,12-07-2016 09:50,12-07-2016 10:58
1853,City,139,Cancelled,12-07-2016 09:51,
1866,City,250,Cancelled,12-07-2016 09:52,
1858,City,264,Cancelled,12-07-2016 09:54,
1859,City,,No Cars Available,12-07-2016 09:54,
1864,City,109,Cancelled,12-07-2016 09:54,
1860,City,193,Trip Completed,12-07-2016 09:55,12-07-2016 10:32
1863,City,159,Cancelled,12-07-2016 09:55,
1861,City,226,Trip Completed,12-07-2016 09:56,12-07-2016 10:34
1874,Airport,186,Trip Completed,12-07-2016 09:56,12-07-2016 10:42
1862,Airport,,No Cars Available,12-07-2016 09:56,
1869,City,,No Cars Available,12-07-2016 09:57,
1868,City,131,Cancelled,12-07-2016 09:59,
1867,Airport,3,Cancelled,12-07-2016 09:59,
1873,City,165,Trip Completed,12-07-2016 09:59,12-07-2016 10:44
1882,Airport,233,Trip Completed,12-07-2016 10:00,12-07-2016 11:05
1878,City,,No Cars Available,12-07-2016 10:01,
1880,City,9,Cancelled,12-07-2016 10:01,
1876,City,261,Cancelled,12-07-2016 10:01,
1870,City,161,Trip Completed,12-07-2016 10:01,12-07-2016 10:42
1875,City,49,Cancelled,12-07-2016 10:02,
1879,City,,No Cars Available,12-07-2016 10:02,
1872,City,,No Cars Available,12-07-2016 10:02,
1877,City,280,Cancelled,12-07-2016 10:03,
1885,City,20,Cancelled,12-07-2016 10:04,
1871,City,290,Cancelled,12-07-2016 10:04,
1881,City,82,Cancelled,12-07-2016 10:04,
1883,City,282,Cancelled,12-07-2016 10:06,
1890,City,212,Trip Completed,12-07-2016 10:08,12-07-2016 11:16
1887,City,197,Cancelled,12-07-2016 10:08,
1884,Airport,,No Cars Available,12-07-2016 10:09,
1886,Airport,31,Trip Completed,12-07-2016 10:10,12-07-2016 10:35
1888,City,149,Cancelled,12-07-2016 10:12,
1889,City,69,Trip Completed,12-07-2016 10:14,12-07-2016 11:18
1893,City,168,Cancelled,12-07-2016 10:17,
1891,City,225,Trip Completed,12-07-2016 10:19,12-07-2016 11:15
1894,Airport,19,Cancelled,12-07-2016 10:19,
1895,City,21,Trip Completed,12-07-2016 10:20,12-07-2016 10:52
1892,Airport,,No Cars Available,12-07-2016 10:22,
1896,Airport,137,Trip Completed,12-07-2016 10:23,12-07-2016 11:25
1897,City,142,Cancelled,12-07-2016 10:23,
1899,City,252,Trip Completed,12-07-2016 10:26,12-07-2016 11:32
1898,City,54,Cancelled,12-07-2016 10:27,
1901,Airport,242,Trip Completed,12-07-2016 10:29,12-07-2016 11:34
1900,City,22,Trip Completed,12-07-2016 10:32,12-07-2016 11:42
1905,City,,No Cars Available,12-07-2016 10:33,
1902,City,131,Trip Completed,12-07-2016 10:34,12-07-2016 11:46
1904,City,,No Cars Available,12-07-2016 10:35,
1908,Airport,205,Trip Completed,12-07-2016 10:35,12-07-2016 11:40
1907,City,119,Trip Completed,12-07-2016 10:36,12-07-2016 11:53
1903,City,185,Trip Completed,12-07-2016 10:36,12-07-2016 11:32
1906,Airport,51,Trip Completed,12-07-2016 10:38,12-07-2016 11:22
1910,Airport,193,Trip Completed,12-07-2016 10:41,12-07-2016 11:27
1914,Airport,56,Trip Completed,12-07-2016 10:42,12-07-2016 11:52
1916,Airport,144,Trip Completed,12-07-2016 10:43,12-07-2016 11:11
1911,Airport,65,Trip Completed,12-07-2016 10:43,12-07-2016 11:41
1912,Airport,,No Cars Available,12-07-2016 10:44,
1915,City,78,Trip Completed,12-07-2016 10:45,12-07-2016 11:32
1913,Airport,,No Cars Available,12-07-2016 10:47,
1917,City,,No Cars Available,12-07-2016 10:50,
1918,City,221,Trip Completed,12-07-2016 10:56,12-07-2016 12:10
1920,City,294,Trip Completed,12-07-2016 10:56,12-07-2016 11:58
1921,City,28,Cancelled,12-07-2016 10:58,
1919,City,272,Trip Completed,12-07-2016 10:59,12-07-2016 12:13
1923,City,285,Trip Completed,12-07-2016 11:00,12-07-2016 12:00
1924,City,255,Trip Completed,12-07-2016 11:02,12-07-2016 11:44
1922,Airport,,No Cars Available,12-07-2016 11:03,
1925,City,71,Trip Completed,12-07-2016 11:06,12-07-2016 11:51
1927,City,111,Cancelled,12-07-2016 11:08,
1928,City,241,Trip Completed,12-07-2016 11:08,12-07-2016 11:39
1926,City,,No Cars Available,12-07-2016 11:10,
1931,City,104,Cancelled,12-07-2016 11:13,
1932,City,248,Cancelled,12-07-2016 11:13,
1930,City,265,Trip Completed,12-07-2016 11:14,12-07-2016 12:13
1935,City,110,Trip Completed,12-07-2016 11:16,12-07-2016 12:17
1934,Airport,3,Trip Completed,12-07-2016 11:17,12-07-2016 12:23
1936,City,,No Cars Available,12-07-2016 11:17,
1939,City,160,Trip Completed,12-07-2016 11:18,12-07-2016 11:54
1929,City,274,Trip Completed,12-07-2016 11:18,12-07-2016 12:16
1940,Airport,258,Trip Completed,12-07-2016 11:20,12-07-2016 12:37
1938,Airport,156,Trip Completed,12-07-2016 11:21,12-07-2016 12:03
1933,City,,No Cars Available,12-07-2016 11:21,
1943,City,,No Cars Available,12-07-2016 11:22,
1942,Airport,130,Trip Completed,12-07-2016 11:26,12-07-2016 12:27
1937,Airport,102,Cancelled,12-07-2016 11:26,
1946,Airport,181,Trip Completed,12-07-2016 11:28,12-07-2016 12:32
1951,Airport,,No Cars Available,12-07-2016 11:29,
1941,Airport,41,Trip Completed,12-07-2016 11:29,12-07-2016 12:09
1944,City,,No Cars Available,12-07-2016 11:30,
1952,City,269,Trip Completed,12-07-2016 11:30,12-07-2016 12:21
1949,Airport,18,Trip Completed,12-07-2016 11:32,12-07-2016 12:13
1945,Airport,175,Trip Completed,12-07-2016 11:33,12-07-2016 12:44
1947,Airport,191,Trip Completed,12-07-2016 11:33,12-07-2016 12:09
1950,City,115,Trip Completed,12-07-2016 11:33,12-07-2016 12:04
1953,Airport,109,Trip Completed,12-07-2016 11:38,12-07-2016 12:41
1958,Airport,52,Trip Completed,12-07-2016 11:41,12-07-2016 12:35
1954,Airport,129,Trip Completed,12-07-2016 11:43,12-07-2016 12:08
1957,City,33,Trip Completed,12-07-2016 11:45,12-07-2016 12:55
1956,City,85,Trip Completed,12-07-2016 11:45,12-07-2016 12:32
1960,Airport,229,Trip Completed,12-07-2016 11:47,12-07-2016 12:48
1955,Airport,140,Cancelled,12-07-2016 11:47,
1959,City,239,Trip Completed,12-07-2016 11:48,12-07-2016 12:20
1961,City,162,Trip Completed,12-07-2016 11:53,12-07-2016 12:27
1963,City,81,Trip Completed,12-07-2016 11:58,12-07-2016 13:01
1965,City,,No Cars Available,12-07-2016 11:59,
1962,City,201,Trip Completed,12-07-2016 11:59,12-07-2016 13:01
1964,City,,No Cars Available,12-07-2016 12:02,
1966,Airport,29,Trip Completed,12-07-2016 12:05,12-07-2016 13:12
1969,Airport,170,Cancelled,12-07-2016 12:07,
1971,City,172,Trip Completed,12-07-2016 12:08,12-07-2016 13:25
1967,City,,No Cars Available,12-07-2016 12:10,
1968,City,27,Trip Completed,12-07-2016 12:10,12-07-2016 12:49
1970,Airport,,No Cars Available,12-07-2016 12:14,
1973,Airport,98,Trip Completed,12-07-2016 12:17,12-07-2016 12:47
1975,City,279,Trip Completed,12-07-2016 12:17,12-07-2016 13:34
1976,Airport,142,Trip Completed,12-07-2016 12:18,12-07-2016 13:30
1974,Airport,57,Trip Completed,12-07-2016 12:19,12-07-2016 13:07
1978,City,231,Trip Completed,12-07-2016 12:20,12-07-2016 12:59
1982,City,143,Cancelled,12-07-2016 12:20,
1972,City,35,Trip Completed,12-07-2016 12:22,12-07-2016 12:43
1981,Airport,21,Trip Completed,12-07-2016 12:23,12-07-2016 12:56
1980,Airport,,No Cars Available,12-07-2016 12:23,
1985,City,178,Trip Completed,12-07-2016 12:24,12-07-2016 13:29
1977,Airport,215,Trip Completed,12-07-2016 12:24,12-07-2016 13:07
1979,Airport,135,Cancelled,12-07-2016 12:25,
1989,Airport,192,Trip Completed,12-07-2016 12:30,12-07-2016 13:01
1983,City,2,Trip Completed,12-07-2016 12:30,12-07-2016 12:57
1984,City,73,Cancelled,12-07-2016 12:30,
1987,City,,No Cars Available,12-07-2016 12:31,
1991,City,220,Trip Completed,12-07-2016 12:32,12-07-2016 13:21
1986,City,204,Trip Completed,12-07-2016 12:32,12-07-2016 13:05
1988,Airport,,No Cars Available,12-07-2016 12:33,
1990,City,,No Cars Available,12-07-2016 12:40,
1992,City,,No Cars Available,12-07-2016 12:44,
1994,Airport,198,Trip Completed,12-07-2016 12:49,12-07-2016 13:48
1993,City,77,Trip Completed,12-07-2016 12:50,12-07-2016 13:42
1995,City,125,Trip Completed,12-07-2016 12:51,12-07-2016 14:01
1996,Airport,163,Trip Completed,12-07-2016 12:57,12-07-2016 14:06
1998,City,,No Cars Available,12-07-2016 12:57,
2000,Airport,236,Trip Completed,12-07-2016 12:59,12-07-2016 13:43
2001,Airport,140,Trip Completed,12-07-2016 13:01,12-07-2016 14:00
1997,City,166,Trip Completed,12-07-2016 13:02,12-07-2016 13:57
1999,Airport,6,Trip Completed,12-07-2016 13:02,12-07-2016 13:51
2002,City,,No Cars Available,12-07-2016 13:06,
2003,Airport,81,Cancelled,12-07-2016 13:19,
2004,Airport,,No Cars Available,12-07-2016 13:20,
2005,Airport,,No Cars Available,12-07-2016 13:22,
2006,Airport,,No Cars Available,12-07-2016 13:22,
2008,Airport,209,Trip Completed,12-07-2016 13:23,12-07-2016 14:28
2007,City,200,Trip Completed,12-07-2016 13:24,12-07-2016 14:24
2009,City,154,Trip Completed,12-07-2016 13:25,12-07-2016 14:33
2010,Airport,235,Trip Completed,12-07-2016 13:28,12-07-2016 14:02
2012,Airport,,No Cars Available,12-07-2016 13:28,
2011,City,66,Cancelled,12-07-2016 13:30,
2016,City,158,Trip Completed,12-07-2016 13:34,12-07-2016 14:36
2013,City,68,Trip Completed,12-07-2016 13:35,12-07-2016 14:29
2014,City,75,Trip Completed,12-07-2016 13:36,12-07-2016 14:09
2015,City,,No Cars Available,12-07-2016 13:39,
2018,Airport,116,Trip Completed,12-07-2016 13:39,12-07-2016 14:19
2020,City,276,Trip Completed,12-07-2016 13:40,12-07-2016 14:37
2017,City,211,Trip Completed,12-07-2016 13:43,12-07-2016 14:22
2022,City,83,Cancelled,12-07-2016 13:45,
2019,City,72,Cancelled,12-07-2016 13:46,
2021,Airport,,No Cars Available,12-07-2016 13:47,
2023,Airport,,No Cars Available,12-07-2016 13:53,
2024,Airport,139,Trip Completed,12-07-2016 13:55,12-07-2016 14:32
2025,City,291,Trip Completed,12-07-2016 13:56,12-07-2016 14:58
2026,Airport,146,Cancelled,12-07-2016 14:00,
2027,City,,No Cars Available,12-07-2016 14:09,
2030,City,11,Trip Completed,12-07-2016 14:11,12-07-2016 15:02
2028,City,,No Cars Available,12-07-2016 14:13,
2037,City,208,Trip Completed,12-07-2016 14:13,12-07-2016 15:04
2032,Airport,150,Trip Completed,12-07-2016 14:14,12-07-2016 15:20
2035,City,253,Trip Completed,12-07-2016 14:15,12-07-2016 15:06
2029,City,72,Trip Completed,12-07-2016 14:16,12-07-2016 15:09
2034,Airport,146,Trip Completed,12-07-2016 14:16,12-07-2016 15:20
2033,City,67,Trip Completed,12-07-2016 14:17,12-07-2016 14:59
2031,City,64,Trip Completed,12-07-2016 14:17,12-07-2016 14:51
2036,City,,No Cars Available,12-07-2016 14:18,
2041,City,210,Trip Completed,12-07-2016 14:24,12-07-2016 15:13
2040,Airport,143,Trip Completed,12-07-2016 14:25,12-07-2016 14:57
2038,City,,No Cars Available,12-07-2016 14:26,
2039,Airport,188,Trip Completed,12-07-2016 14:29,12-07-2016 15:18
2042,City,19,Trip Completed,12-07-2016 14:30,12-07-2016 15:09
2043,Airport,155,Trip Completed,12-07-2016 14:30,12-07-2016 15:21
2044,Airport,79,Trip Completed,12-07-2016 14:39,12-07-2016 15:21
2046,Airport,69,Trip Completed,12-07-2016 14:40,12-07-2016 15:22
2048,Airport,74,Cancelled,12-07-2016 14:40,
2047,City,234,Trip Completed,12-07-2016 14:42,12-07-2016 15:24
2045,Airport,145,Trip Completed,12-07-2016 14:43,12-07-2016 15:06
2049,Airport,141,Cancelled,12-07-2016 14:45,
2054,City,,No Cars Available,12-07-2016 14:48,
2051,City,,No Cars Available,12-07-2016 14:48,
2052,City,5,Trip Completed,12-07-2016 14:48,12-07-2016 15:50
2053,Airport,214,Trip Completed,12-07-2016 14:50,12-07-2016 15:56
2050,Airport,261,Trip Completed,12-07-2016 14:50,12-07-2016 15:37
2055,City,286,Trip Completed,12-07-2016 14:54,12-07-2016 15:43
2056,City,,No Cars Available,12-07-2016 14:57,
2059,City,,No Cars Available,12-07-2016 14:59,
2062,Airport,80,Trip Completed,12-07-2016 15:00,12-07-2016 15:54
2057,Airport,103,Trip Completed,12-07-2016 15:02,12-07-2016 15:36
2058,Airport,,No Cars Available,12-07-2016 15:04,
2060,Airport,133,Trip Completed,12-07-2016 15:04,12-07-2016 15:37
2061,City,167,Cancelled,12-07-2016 15:05,
2065,City,121,Trip Completed,12-07-2016 15:06,12-07-2016 16:10
2064,Airport,10,Trip Completed,12-07-2016 15:08,12-07-2016 16:14
2063,City,,No Cars Available,12-07-2016 15:08,
2066,Airport,,No Cars Available,12-07-2016 15:12,
2067,Airport,221,Trip Completed,12-07-2016 15:13,12-07-2016 16:14
2068,Airport,112,Cancelled,12-07-2016 15:13,
2070,Airport,247,Trip Completed,12-07-2016 15:18,12-07-2016 16:08
2071,City,,No Cars Available,12-07-2016 15:19,
2069,Airport,180,Trip Completed,12-07-2016 15:20,12-07-2016 15:55
2072,Airport,,No Cars Available,12-07-2016 15:21,
2073,City,109,Cancelled,12-07-2016 15:27,
2075,City,151,Trip Completed,12-07-2016 15:31,12-07-2016 16:47
2076,Airport,237,Trip Completed,12-07-2016 15:31,12-07-2016 16:47
2074,City,187,Trip Completed,12-07-2016 15:32,12-07-2016 16:24
2078,Airport,59,Trip Completed,12-07-2016 15:36,12-07-2016 16:22
2081,Airport,,No Cars Available,12-07-2016 15:37,
2080,City,,No Cars Available,12-07-2016 15:39,
2077,City,54,Cancelled,12-07-2016 15:40,
2085,City,171,Trip Completed,12-07-2016 15:41,12-07-2016 16:27
2082,Airport,220,Trip Completed,12-07-2016 15:42,12-07-2016 16:38
2079,Airport,29,Cancelled,12-07-2016 15:43,
2086,City,118,Trip Completed,12-07-2016 15:44,12-07-2016 16:30
2084,Airport,207,Trip Completed,12-07-2016 15:46,12-07-2016 16:40
2083,Airport,3,Trip Completed,12-07-2016 15:46,12-07-2016 16:40
2087,Airport,268,Trip Completed,12-07-2016 15:49,12-07-2016 16:56
2089,City,43,Trip Completed,12-07-2016 15:49,12-07-2016 16:32
2088,Airport,27,Trip Completed,12-07-2016 15:51,12-07-2016 17:02
2094,Airport,288,Cancelled,12-07-2016 15:51,
2091,City,,No Cars Available,12-07-2016 15:53,
2092,City,,No Cars Available,12-07-2016 15:55,
2093,City,,No Cars Available,12-07-2016 15:56,
2095,City,147,Trip Completed,12-07-2016 15:56,12-07-2016 16:43
2090,City,,No Cars Available,12-07-2016 15:57,
2096,Airport,142,Trip Completed,12-07-2016 16:01,12-07-2016 17:04
2097,Airport,98,Cancelled,12-07-2016 16:03,
2099,Airport,48,Trip Completed,12-07-2016 16:03,12-07-2016 17:16
2104,City,91,Trip Completed,12-07-2016 16:07,12-07-2016 17:04
2100,City,,No Cars Available,12-07-2016 16:08,
2103,City,20,Trip Completed,12-07-2016 16:08,12-07-2016 17:18
2105,City,227,Trip Completed,12-07-2016 16:08,12-07-2016 17:22
2102,City,4,Trip Completed,12-07-2016 16:09,12-07-2016 17:01
2101,City,274,Trip Completed,12-07-2016 16:10,12-07-2016 17:10
2098,City,45,Trip Completed,12-07-2016 16:12,12-07-2016 16:42
2106,City,262,Trip Completed,12-07-2016 16:14,12-07-2016 16:55
2108,Airport,30,Trip Completed,12-07-2016 16:14,12-07-2016 16:48
2107,City,53,Trip Completed,12-07-2016 16:18,12-07-2016 17:14
2110,Airport,36,Trip Completed,12-07-2016 16:19,12-07-2016 17:12
2109,Airport,61,Cancelled,12-07-2016 16:20,
2111,Airport,233,Trip Completed,12-07-2016 16:25,12-07-2016 17:25
2113,Airport,206,Cancelled,12-07-2016 16:29,
2112,Airport,164,Trip Completed,12-07-2016 16:32,12-07-2016 17:03
2116,City,76,Trip Completed,12-07-2016 16:33,12-07-2016 17:09
2117,City,113,Cancelled,12-07-2016 16:33,
2114,City,23,Trip Completed,12-07-2016 16:36,12-07-2016 17:21
